mon_estacao_dados_data,mon_estacao_dados_hora,mon_estacao_dados_precipitacao,mon_estacao_dados_temperatura,mon_estacao_dados_pressao_atm_media,mon_estacao_dados_temperatura_media,mon_estacao_dados_umidade_media,mon_estacao_dados_radiacao_solar_global,mon_estacao_dados_direcao_media_1h,mon_estacao_dados_direcao_rajada_1h,mon_estacao_dados_velocidade_vento_media_1h
2016-06-09,12:00:00,0.00,30.00,1016.50,29.50,73.00,3057.96,1.60,3.80,105.00
2016-06-09,13:00:00,0.00,32.00,1016.50,29.90,67.00,3068.52,1.40,3.90,105.00
2016-06-09,14:00:00,0.00,33.00,1016.10,31.20,67.00,2333.02,1.30,5.10,96.00
2016-06-09,15:00:00,0.00,34.00,1015.50,30.80,64.00,1810.67,1.60,4.50,95.00
2016-06-09,16:00:00,0.00,34.00,1014.90,31.00,64.00,3393.98,2.20,5.70,125.00
2016-06-09,17:00:00,0.00,34.00,1014.30,30.50,68.00,3169.93,2.50,6.50,110.00
2016-06-09,18:00:00,0.00,34.00,1013.90,29.80,70.00,2911.71,1.20,6.50,100.00
2016-06-09,19:00:00,0.00,33.00,1013.60,29.60,70.00,1435.86,1.50,5.20,106.00
2016-06-09,20:00:00,0.00,31.00,1013.80,28.10,72.00,375.10,1.40,5.00,99.00
2016-06-09,21:00:00,0.00,29.00,1014.50,27.10,78.00,-0.54,0.90,3.40,125.00
2016-06-09,22:00:00,0.00,28.00,1015.20,26.90,80.00,-3.53,0.70,4.30,134.00
2016-06-09,23:00:00,0.20,27.00,1015.70,25.90,84.00,-3.42,0.40,4.00,104.00
2016-06-10,00:00:00,0.00,26.00,1016.10,24.40,86.00,-3.54,0.30,1.00,224.00
2016-06-10,01:00:00,0.00,26.00,1016.10,24.00,88.00,-3.54,0.30,1.40,323.00
2016-06-10,02:00:00,0.00,25.00,1015.90,23.80,88.00,-3.47,0.40,1.20,258.00
2016-06-10,03:00:00,0.00,25.00,1015.90,23.50,88.00,-3.51,0.30,1.30,301.00
2016-06-10,04:00:00,0.00,24.00,1015.60,23.30,89.00,-3.54,0.40,1.40,289.00
2016-06-10,05:00:00,0.00,24.00,1015.10,23.00,89.00,-3.54,0.40,1.10,243.00
2016-06-10,06:00:00,0.00,24.00,1014.60,22.80,89.00,-3.54,0.80,1.80,290.00
2016-06-10,07:00:00,0.00,24.00,1015.00,22.80,89.00,-3.51,0.70,2.20,301.00
2016-06-10,08:00:00,0.00,23.00,1015.20,22.60,89.00,-3.53,0.70,2.00,299.00
2016-06-10,09:00:00,0.00,23.00,1015.50,22.30,89.00,60.61,0.60,2.00,325.00
2016-06-10,10:00:00,0.00,24.00,1016.30,24.20,90.00,675.90,0.60,1.70,187.00
2016-06-10,11:00:00,1.00,25.00,1016.60,25.40,89.00,870.97,0.30,2.30,237.00
2016-06-10,12:00:00,0.00,28.00,1016.70,28.70,89.00,2788.52,1.60,4.60,127.00
2016-06-10,13:00:00,0.00,30.00,1016.70,29.00,75.00,2896.58,2.00,5.10,122.00
2016-06-10,14:00:00,0.00,32.00,1016.30,30.10,67.00,1326.18,1.80,5.20,134.00
2016-06-10,15:00:00,0.00,33.00,1015.80,30.00,67.00,2573.65,2.60,6.10,143.00
2016-06-10,16:00:00,0.00,33.00,1015.10,29.60,64.00,2646.58,2.10,6.00,138.00
2016-06-10,17:00:00,0.00,33.00,1014.40,29.60,65.00,3782.09,2.50,6.30,144.00
2016-06-10,18:00:00,0.00,33.00,1014.10,29.50,65.00,3160.96,2.20,6.80,136.00
2016-06-10,19:00:00,0.00,33.00,1014.40,29.00,67.00,2099.77,2.20,5.50,133.00
2016-06-10,20:00:00,0.00,31.00,1014.70,27.50,72.00,430.48,1.60,5.30,117.00
2016-06-10,21:00:00,0.00,29.00,1015.20,26.60,75.00,-0.23,1.50,4.60,114.00
2016-06-10,22:00:00,0.00,28.00,1015.60,26.60,74.00,-3.27,1.40,4.80,133.00
2016-06-10,23:00:00,0.00,27.00,1016.10,26.10,78.00,-3.54,1.00,3.70,129.00
2016-06-11,00:00:00,0.00,27.00,1016.40,25.80,79.00,-3.54,0.80,4.00,119.00
2016-06-11,01:00:00,0.00,26.00,1016.50,25.40,79.00,-3.54,0.80,3.50,154.00
2016-06-11,02:00:00,0.00,25.00,1016.60,24.50,84.00,-3.54,0.40,2.80,161.00
2016-06-11,03:00:00,0.00,25.00,1016.50,23.60,86.00,-3.54,0.30,2.00,275.00
2016-06-11,04:00:00,0.00,24.00,1016.20,22.90,87.00,-2.89,1.10,1.70,279.00
2016-06-11,05:00:00,0.00,24.00,1015.90,22.90,88.00,-3.54,0.50,1.70,271.00
2016-06-11,06:00:00,0.00,23.00,1015.60,22.40,88.00,-3.54,0.40,1.40,260.00
2016-06-11,07:00:00,0.00,23.00,1015.90,22.20,88.00,-3.54,0.50,1.70,287.00
2016-06-11,08:00:00,0.00,23.00,1016.10,22.10,89.00,-3.54,0.30,1.30,321.00
2016-06-11,09:00:00,0.00,23.00,1016.60,21.70,89.00,57.39,0.40,1.00,298.00
2016-06-11,10:00:00,0.00,23.00,1017.50,24.10,89.00,679.27,0.30,1.30,258.00
2016-06-11,11:00:00,0.00,26.00,1017.90,27.60,88.00,2533.56,1.20,2.90,179.00
2016-06-11,12:00:00,0.00,29.00,1017.90,28.50,72.00,2935.02,1.60,4.40,149.00
2016-06-11,13:00:00,0.00,31.00,1017.80,29.80,66.00,4895.56,1.40,5.90,147.00
2016-06-11,14:00:00,0.00,33.00,1017.60,29.80,55.00,4801.13,1.60,4.50,145.00
2016-06-11,15:00:00,0.00,33.00,1016.80,30.10,56.00,4648.45,2.00,5.90,144.00
2016-06-11,16:00:00,0.00,34.00,1015.80,30.00,58.00,4898.85,2.10,5.50,136.00
2016-06-11,17:00:00,0.00,34.00,1015.20,29.80,59.00,4422.65,1.50,5.70,117.00
2016-06-11,18:00:00,0.00,34.00,1014.60,29.80,62.00,2903.80,1.70,4.90,121.00
2016-06-11,19:00:00,0.00,34.00,1014.80,28.90,62.00,1949.30,1.30,3.90,134.00
2016-06-11,20:00:00,0.00,32.00,1015.00,28.00,74.00,360.53,1.00,3.30,126.00
2016-06-11,21:00:00,0.00,29.00,1015.40,25.50,80.00,-2.16,0.80,2.80,116.00
2016-06-11,22:00:00,0.00,27.00,1016.00,24.40,82.00,-3.54,0.80,2.40,144.00
2016-06-11,23:00:00,0.00,26.00,1016.70,23.70,85.00,-3.54,0.20,2.30,239.00
2016-06-12,00:00:00,0.00,25.00,1016.90,22.80,87.00,-3.54,0.40,0.80,263.00
2016-06-12,01:00:00,0.00,24.00,1017.00,22.40,88.00,-3.54,0.20,1.00,291.00
2016-06-12,02:00:00,0.00,24.00,1017.20,22.00,88.00,-3.54,0.70,1.50,298.00
2016-06-12,03:00:00,0.00,23.00,1017.10,21.90,89.00,-3.50,0.50,1.90,252.00
2016-06-12,04:00:00,0.00,23.00,1016.80,21.90,89.00,-3.54,0.40,1.60,294.00
2016-06-12,05:00:00,0.00,23.00,1016.40,21.70,89.00,-3.47,0.30,1.10,277.00
2016-06-12,06:00:00,0.00,23.00,1016.10,21.50,89.00,-3.49,0.40,1.10,342.00
2016-06-12,07:00:00,0.00,22.00,1016.70,21.60,89.00,-3.51,0.30,1.10,287.00
2016-06-12,08:00:00,0.00,22.00,1017.20,21.40,89.00,-3.54,0.20,0.70,15.00
2016-06-12,09:00:00,0.00,22.00,1017.50,21.50,89.00,48.34,0.20,0.90,268.00
2016-06-12,10:00:00,0.00,23.00,1018.40,23.70,90.00,639.16,0.60,1.10,350.00
2016-06-12,11:00:00,0.00,26.00,1019.00,26.90,89.00,2258.08,1.00,2.90,158.00
2016-06-12,12:00:00,0.00,28.00,1019.10,28.20,77.00,2738.28,1.50,4.30,177.00
2016-06-12,13:00:00,0.00,30.00,1019.10,28.80,72.00,2915.31,3.00,6.30,136.00
2016-06-12,14:00:00,0.00,31.00,1018.70,28.90,66.00,1826.37,3.10,7.40,137.00
2016-06-12,15:00:00,0.00,32.00,1017.90,29.40,61.00,1910.47,2.60,7.40,139.00
2016-06-12,16:00:00,0.00,33.00,1017.10,29.30,57.00,2803.05,2.70,7.00,146.00
2016-06-12,17:00:00,0.00,33.00,1016.50,29.40,59.00,4149.39,2.70,7.50,134.00
2016-06-12,18:00:00,0.00,33.00,1016.20,28.80,58.00,3218.35,2.40,6.90,137.00
2016-06-12,19:00:00,0.00,32.00,1016.50,28.20,62.00,1488.13,1.50,6.50,142.00
2016-06-12,20:00:00,0.00,30.00,1016.70,26.90,69.00,384.40,1.10,4.70,147.00
2016-06-12,21:00:00,0.00,28.00,1017.00,25.20,72.00,-1.01,1.00,3.50,148.00
2016-06-12,22:00:00,0.00,26.00,1017.60,24.60,78.00,-3.54,0.50,3.10,150.00
2016-06-12,23:00:00,0.00,25.00,1018.20,23.30,82.00,-3.36,0.50,1.80,271.00
2016-06-13,00:00:00,0.00,25.00,1018.60,22.70,85.00,-3.54,0.50,1.60,280.00
2016-06-13,01:00:00,0.00,24.00,1018.60,22.00,87.00,-3.54,0.70,1.40,292.00
2016-06-13,02:00:00,0.00,23.00,1018.50,21.50,88.00,-3.54,0.10,1.40,96.00
2016-06-13,03:00:00,0.00,22.00,1018.30,21.10,88.00,-3.54,0.50,1.30,283.00
2016-06-13,04:00:00,0.00,22.00,1018.00,21.00,88.00,-3.54,0.20,1.20,300.00
2016-06-13,05:00:00,1.40,22.00,1017.90,21.90,89.00,-2.94,0.80,2.30,184.00
2016-06-13,06:00:00,0.00,23.00,1017.90,21.90,88.00,-2.58,0.60,1.80,290.00
2016-06-13,07:00:00,0.00,22.00,1017.90,21.40,89.00,-3.51,0.50,1.60,298.00
2016-06-13,08:00:00,0.00,22.00,1018.20,20.80,89.00,-3.54,0.20,1.20,167.00
2016-06-13,09:00:00,0.00,21.00,1018.60,20.40,89.00,59.05,0.20,0.90,119.00
2016-06-13,10:00:00,0.00,22.00,1019.30,23.40,90.00,775.98,0.60,1.90,289.00
2016-06-13,11:00:00,0.00,26.00,1019.70,26.70,89.00,2620.85,0.80,2.80,184.00
2016-06-13,12:00:00,0.00,29.00,1019.80,27.90,74.00,3869.30,1.60,4.20,166.00
2016-06-13,13:00:00,0.00,30.00,1019.80,28.30,68.00,2987.98,1.70,4.80,150.00
2016-06-13,14:00:00,0.00,31.00,1019.20,28.70,61.00,2785.60,2.80,7.00,141.00
2016-06-13,15:00:00,0.00,32.00,1018.70,28.90,68.00,2968.06,2.50,7.70,167.00
2016-06-13,16:00:00,0.00,33.00,1018.10,29.00,66.00,3190.42,2.30,7.60,158.00
2016-06-13,17:00:00,0.00,33.00,1017.40,28.90,59.00,4344.20,2.60,6.30,132.00
2016-06-13,18:00:00,0.00,33.00,1016.90,28.60,62.00,2484.92,2.20,6.20,157.00
2016-06-13,19:00:00,0.00,32.00,1017.00,27.90,62.00,1962.74,1.90,6.30,159.00
2016-06-13,20:00:00,0.00,30.00,1017.40,27.00,69.00,371.54,1.00,6.80,169.00
2016-06-13,21:00:00,0.00,28.00,1017.90,25.10,77.00,-1.09,0.60,3.50,186.00
2016-06-13,22:00:00,0.00,26.00,1018.20,23.60,82.00,-3.54,0.50,1.90,185.00
2016-06-13,23:00:00,0.00,25.00,1018.60,22.70,84.00,-3.54,0.40,1.60,203.00
2016-06-14,00:00:00,0.00,24.00,1019.00,22.90,85.00,-3.54,0.80,2.60,150.00
2016-06-14,01:00:00,0.00,25.00,1019.10,23.70,85.00,-3.53,0.60,5.50,186.00
2016-06-14,02:00:00,0.00,24.00,1018.70,23.20,85.00,-3.54,0.40,2.20,198.00
2016-06-14,03:00:00,0.00,24.00,1018.40,22.50,86.00,-3.54,0.80,2.50,224.00
2016-06-14,04:00:00,0.60,24.00,1018.20,22.50,86.00,-3.39,0.70,2.50,54.00
2016-06-14,05:00:00,3.60,23.00,1018.00,22.50,88.00,-2.50,0.70,3.20,290.00
2016-06-14,06:00:00,0.20,23.00,1017.70,22.30,88.00,-3.12,0.60,1.90,277.00
2016-06-14,07:00:00,0.00,23.00,1018.00,22.30,88.00,-3.03,0.20,1.40,230.00
2016-06-14,08:00:00,0.00,23.00,1018.10,22.10,89.00,-2.77,0.60,1.50,306.00
2016-06-14,09:00:00,2.40,23.00,1018.60,22.30,89.00,22.47,0.40,4.20,205.00
2016-06-14,10:00:00,1.60,24.00,1018.90,23.50,89.00,979.16,1.80,4.70,198.00
2016-06-14,11:00:00,0.00,26.00,1019.30,25.30,87.00,2345.71,1.10,4.70,218.00
2016-06-14,12:00:00,0.00,28.00,1019.80,26.40,79.00,2558.90,1.20,4.30,188.00
2016-06-14,13:00:00,0.20,29.00,1019.70,26.90,80.00,2055.64,0.90,4.90,190.00
2016-06-14,14:00:00,1.00,29.00,1019.70,28.20,85.00,1817.08,2.90,7.70,139.00
2016-06-14,15:00:00,0.00,31.00,1019.00,28.30,70.00,3467.52,3.30,8.70,139.00
2016-06-14,16:00:00,0.00,31.00,1018.30,27.90,70.00,2716.10,2.90,8.80,146.00
2016-06-14,17:00:00,0.40,30.00,1017.40,27.70,81.00,2162.78,2.70,8.00,144.00
2016-06-14,18:00:00,0.00,31.00,1017.10,27.50,72.00,2674.20,2.80,7.20,130.00
2016-06-14,19:00:00,0.00,31.00,1017.50,27.40,71.00,1730.80,1.70,7.70,166.00
2016-06-14,20:00:00,0.00,29.00,1018.00,25.70,73.00,359.92,1.60,4.60,140.00
2016-06-14,21:00:00,0.00,28.00,1018.30,25.50,80.00,1.29,0.60,4.50,172.00
2016-06-14,22:00:00,0.00,26.00,1018.90,23.80,85.00,-3.23,0.90,2.70,174.00
2016-06-14,23:00:00,0.20,26.00,1019.30,23.80,84.00,-3.53,0.40,3.00,224.00
2016-06-15,00:00:00,0.00,25.00,1019.50,23.00,87.00,-3.54,0.40,1.60,230.00
2016-06-15,01:00:00,0.00,24.00,1019.60,23.00,87.00,-3.54,0.70,4.80,212.00
2016-06-15,02:00:00,0.40,24.00,1019.40,22.60,87.00,-3.50,0.80,2.80,217.00
2016-06-15,03:00:00,0.00,23.00,1019.20,22.10,88.00,-3.51,0.20,2.80,312.00
2016-06-15,04:00:00,0.00,23.00,1018.70,21.90,88.00,-3.53,0.30,1.50,320.00
2016-06-15,05:00:00,0.00,22.00,1018.20,21.40,89.00,-3.54,0.40,1.10,248.00
2016-06-15,06:00:00,0.00,22.00,1017.50,20.90,89.00,-3.54,0.30,1.40,182.00
2016-06-15,07:00:00,0.00,22.00,1017.20,20.70,89.00,-3.54,0.50,1.90,302.00
2016-06-15,08:00:00,0.00,21.00,1017.70,20.80,89.00,-3.54,0.30,1.90,327.00
2016-06-15,09:00:00,0.00,21.00,1018.00,20.90,90.00,51.04,0.50,1.40,238.00
2016-06-15,10:00:00,0.00,22.00,1018.80,23.30,90.00,593.62,0.70,4.30,235.00
2016-06-15,11:00:00,0.00,25.00,1019.40,25.50,88.00,2315.36,1.70,5.50,194.00
2016-06-15,12:00:00,0.00,28.00,1019.60,27.00,78.00,3708.04,1.60,5.30,177.00
2016-06-15,13:00:00,0.00,30.00,1019.60,28.00,71.00,3775.27,2.70,7.70,154.00
2016-06-15,14:00:00,0.00,31.00,1019.40,28.40,65.00,2125.57,2.90,7.70,143.00
2016-06-15,15:00:00,0.00,32.00,1018.60,29.00,62.00,1565.75,2.80,7.90,136.00
2016-06-15,16:00:00,0.00,33.00,1017.60,28.70,63.00,2780.37,3.00,7.90,137.00
2016-06-15,17:00:00,0.00,33.00,1016.90,29.00,60.00,3505.88,2.90,7.40,152.00
2016-06-15,18:00:00,0.00,33.00,1016.40,28.90,63.00,2956.42,2.70,7.40,145.00
2016-06-15,19:00:00,0.00,31.00,1016.90,27.60,66.00,897.33,1.90,6.80,145.00
2016-06-15,20:00:00,0.00,30.00,1017.30,26.90,68.00,466.86,1.10,5.10,168.00
2016-06-15,21:00:00,0.00,28.00,1017.50,25.30,76.00,1.05,0.60,4.10,174.00
2016-06-15,22:00:00,0.00,26.00,1018.00,24.70,80.00,-3.54,0.60,2.90,186.00
2016-06-15,23:00:00,0.00,25.00,1018.70,22.90,85.00,-3.54,0.50,1.70,293.00
2016-06-16,00:00:00,0.00,24.00,1018.80,22.10,86.00,-3.54,0.10,1.00,251.00
2016-06-16,01:00:00,0.00,24.00,1018.80,21.60,87.00,-3.53,0.20,1.30,247.00
2016-06-16,02:00:00,0.00,23.00,1018.60,21.30,88.00,-3.54,0.30,1.00,287.00
2016-06-16,03:00:00,0.00,22.00,1018.20,21.00,88.00,-3.51,0.20,1.10,341.00
2016-06-16,04:00:00,0.00,22.00,1017.90,20.80,89.00,-3.54,0.60,1.30,300.00
2016-06-16,05:00:00,0.00,21.00,1017.20,20.40,89.00,-3.54,0.40,1.10,309.00
2016-06-16,06:00:00,0.00,21.00,1016.50,20.10,89.00,-3.54,0.40,0.90,297.00
2016-06-16,07:00:00,0.00,21.00,1016.30,19.90,89.00,-3.54,0.30,1.20,288.00
2016-06-16,08:00:00,0.00,21.00,1016.40,19.90,90.00,-3.49,0.20,0.90,327.00
2016-06-16,09:00:00,0.20,20.00,1016.60,19.90,90.00,49.90,0.30,0.60,296.00
2016-06-16,10:00:00,0.00,21.00,1017.50,22.60,91.00,755.05,0.30,0.90,33.00
2016-06-16,11:00:00,0.00,25.00,1018.00,26.50,90.00,2647.84,1.40,3.30,165.00
2016-06-16,12:00:00,0.00,28.00,1018.20,27.60,73.00,3445.96,2.10,4.90,157.00
2016-06-16,13:00:00,0.00,30.00,1018.20,28.30,67.00,3212.81,2.80,6.70,136.00
2016-06-16,14:00:00,0.00,32.00,1018.00,28.70,62.00,2419.75,2.30,8.20,151.00
2016-06-16,15:00:00,0.00,32.00,1017.50,29.10,62.00,1935.40,2.90,7.60,138.00
2016-06-16,16:00:00,0.00,33.00,1016.50,29.00,61.00,2771.72,2.80,7.90,137.00
2016-06-16,17:00:00,0.00,33.00,1015.80,28.70,62.00,3224.91,3.00,7.60,140.00
2016-06-16,18:00:00,0.00,32.00,1015.20,28.00,63.00,2510.73,2.60,7.00,138.00
2016-06-16,19:00:00,0.00,31.00,1015.40,27.50,64.00,1547.88,1.90,6.50,157.00
2016-06-16,20:00:00,0.00,30.00,1015.50,26.60,66.00,402.55,1.80,6.20,151.00
2016-06-16,21:00:00,0.00,28.00,1015.50,25.60,75.00,-0.02,0.90,5.20,161.00
2016-06-16,22:00:00,0.00,26.00,1016.00,24.10,80.00,-3.54,0.30,3.30,239.00
2016-06-16,23:00:00,0.00,25.00,1016.70,22.80,84.00,-3.54,0.30,1.80,246.00
2016-06-17,00:00:00,0.00,24.00,1016.90,23.00,85.00,-3.54,0.60,2.60,173.00
2016-06-17,01:00:00,0.00,24.00,1017.00,22.90,85.00,-3.54,0.50,2.50,308.00
2016-06-17,02:00:00,0.00,24.00,1016.90,22.10,86.00,-3.54,0.50,2.50,280.00
2016-06-17,03:00:00,0.00,23.00,1016.80,21.70,87.00,-3.54,0.90,1.60,288.00
2016-06-17,04:00:00,0.00,23.00,1016.40,21.30,88.00,-3.54,0.60,1.90,270.00
2016-06-17,05:00:00,0.00,22.00,1016.10,21.00,88.00,-3.54,0.30,1.60,306.00
2016-06-17,06:00:00,0.00,21.00,1015.40,20.40,89.00,-3.54,0.30,0.80,300.00
2016-06-17,07:00:00,0.00,21.00,1015.30,19.80,89.00,-3.54,0.30,0.70,350.00
2016-06-17,08:00:00,0.00,20.00,1015.30,19.50,89.00,-3.54,0.30,0.90,315.00
2016-06-17,09:00:00,0.00,20.00,1015.30,19.30,90.00,46.66,0.50,1.30,288.00
2016-06-17,10:00:00,0.00,21.00,1015.80,22.60,90.00,741.31,0.60,1.30,326.00
2016-06-17,11:00:00,0.00,24.00,1016.20,25.80,89.00,2249.10,0.30,1.90,104.00
2016-06-17,12:00:00,0.00,27.00,1016.50,28.40,77.00,3307.90,1.90,6.30,115.00
2016-06-17,13:00:00,0.00,30.00,1016.60,28.70,62.00,3095.54,2.20,7.10,130.00
2016-06-17,14:00:00,0.00,31.00,1016.50,28.80,62.00,2632.77,2.00,7.90,148.00
2016-06-17,15:00:00,0.00,32.00,1016.10,29.30,62.00,1362.87,2.40,7.10,141.00
2016-06-17,16:00:00,0.00,32.00,1015.40,29.20,59.00,2318.24,2.00,6.20,130.00
2016-06-17,17:00:00,0.00,32.00,1014.60,29.00,62.00,3203.89,2.10,6.70,135.00
2016-06-17,18:00:00,0.00,32.00,1014.00,28.50,64.00,2565.70,2.40,5.60,128.00
2016-06-17,19:00:00,0.00,32.00,1014.00,28.60,65.00,1954.64,2.10,5.40,144.00
2016-06-17,20:00:00,0.00,30.00,1014.50,26.70,71.00,274.35,1.40,5.50,154.00
2016-06-17,21:00:00,0.00,28.00,1014.70,25.40,79.00,0.19,0.50,3.90,170.00
2016-06-17,22:00:00,0.00,27.00,1015.30,24.10,82.00,-3.33,0.40,2.10,178.00
2016-06-17,23:00:00,0.00,26.00,1016.00,24.80,83.00,-3.41,0.30,3.10,318.00
2016-06-18,00:00:00,0.00,26.00,1016.50,23.90,86.00,-3.54,0.40,2.10,205.00
2016-06-18,01:00:00,0.00,25.00,1016.50,23.20,87.00,-3.54,0.30,2.10,280.00
2016-06-18,02:00:00,0.00,24.00,1016.30,22.80,88.00,-3.54,0.50,1.30,277.00
2016-06-18,03:00:00,0.00,24.00,1016.30,22.60,88.00,-3.40,0.70,1.80,293.00
2016-06-18,04:00:00,0.00,24.00,1016.10,22.60,88.00,-3.17,0.60,1.50,291.00
2016-06-18,05:00:00,0.00,23.00,1015.60,22.20,88.00,-3.50,0.80,1.60,280.00
2016-06-18,06:00:00,0.00,23.00,1015.10,22.00,88.00,-3.51,0.90,2.10,291.00
2016-06-18,07:00:00,0.20,22.00,1015.10,21.40,89.00,-3.54,0.40,1.80,286.00
2016-06-18,08:00:00,0.00,22.00,1015.20,20.60,89.00,-3.54,0.70,1.80,265.00
2016-06-18,09:00:00,0.00,21.00,1015.60,20.40,89.00,53.83,0.30,1.80,315.00
2016-06-18,10:00:00,0.00,22.00,1016.30,23.10,90.00,745.01,0.60,1.60,296.00
2016-06-18,11:00:00,0.00,26.00,1016.60,27.30,89.00,2606.71,0.50,1.90,8.00
2016-06-18,12:00:00,0.00,29.00,1017.00,27.90,72.00,2972.92,2.30,5.80,123.00
2016-06-18,13:00:00,0.00,31.00,1017.10,29.70,66.00,3484.93,1.70,6.00,145.00
2016-06-18,14:00:00,0.00,32.00,1016.80,29.70,62.00,2577.53,2.60,6.50,135.00
2016-06-18,15:00:00,0.00,33.00,1016.30,29.60,63.00,1730.73,1.50,6.50,145.00
2016-06-18,16:00:00,0.00,33.00,1015.60,29.40,65.00,2203.63,2.30,5.70,126.00
2016-06-18,17:00:00,0.00,33.00,1014.80,29.40,65.00,3077.18,2.60,6.80,129.00
2016-06-18,18:00:00,0.00,34.00,1014.30,29.10,60.00,3363.40,1.80,5.40,136.00
2016-06-18,19:00:00,0.00,34.00,1014.60,28.80,61.00,2020.97,1.80,5.10,138.00
2016-06-18,20:00:00,0.00,31.00,1014.90,27.90,70.00,387.79,0.80,4.50,153.00
2016-06-18,21:00:00,0.00,28.00,1015.50,25.30,80.00,-1.00,0.40,3.30,185.00
2016-06-18,22:00:00,0.00,27.00,1016.00,23.50,83.00,-3.54,0.30,2.50,245.00
2016-06-18,23:00:00,0.00,26.00,1016.60,23.00,85.00,-3.54,0.40,1.10,284.00
2016-06-19,00:00:00,0.20,25.00,1017.00,22.70,87.00,-3.47,0.50,1.30,6.00
2016-06-19,01:00:00,0.00,24.00,1017.20,22.80,87.00,-3.44,0.70,1.90,263.00
2016-06-19,02:00:00,0.20,24.00,1017.30,22.40,88.00,-3.47,0.60,1.60,275.00
2016-06-19,03:00:00,0.00,24.00,1017.10,22.20,89.00,-3.50,0.50,1.20,301.00
2016-06-19,04:00:00,0.00,23.00,1016.80,22.20,89.00,-3.51,0.50,1.30,303.00
2016-06-19,05:00:00,0.00,23.00,1016.00,21.90,89.00,-3.44,0.20,1.20,302.00
2016-06-19,06:00:00,0.20,23.00,1015.50,21.80,89.00,-3.41,0.40,1.00,237.00
2016-06-19,07:00:00,0.40,23.00,1015.40,21.80,90.00,-3.42,0.50,1.20,205.00
2016-06-19,08:00:00,0.00,23.00,1015.70,21.80,90.00,-3.47,0.50,1.20,292.00
2016-06-19,09:00:00,0.00,22.00,1016.10,21.70,90.00,71.18,0.20,1.10,285.00
2016-06-19,10:00:00,0.00,23.00,1016.80,24.10,90.00,883.44,0.60,2.30,181.00
2016-06-19,11:00:00,0.20,26.00,1017.10,26.50,90.00,2754.29,1.20,4.30,182.00
2016-06-19,12:00:00,0.00,29.00,1017.30,27.50,80.00,2608.27,1.20,3.40,143.00
2016-06-19,13:00:00,0.20,30.00,1017.30,27.90,83.00,3016.45,1.80,4.60,160.00
2016-06-19,14:00:00,0.00,30.00,1017.00,27.50,81.00,2312.90,0.90,7.50,98.00
2016-06-19,15:00:00,0.00,30.00,1016.70,28.10,81.00,2061.66,1.60,5.60,116.00
2016-06-19,16:00:00,0.00,31.00,1015.70,28.60,71.00,2018.97,2.50,6.90,137.00
2016-06-19,17:00:00,0.40,31.00,1014.90,28.00,80.00,2653.88,1.80,7.60,150.00
2016-06-19,18:00:00,0.00,30.00,1014.60,27.30,80.00,2154.39,2.30,6.00,122.00
2016-06-19,19:00:00,0.20,30.00,1015.10,26.90,81.00,1419.33,1.60,6.80,133.00
2016-06-19,20:00:00,0.20,28.00,1015.20,24.20,86.00,257.43,1.80,6.70,135.00
2016-06-19,21:00:00,0.20,27.00,1015.40,24.20,86.00,-1.34,1.30,6.70,131.00
2016-06-19,22:00:00,0.00,26.00,1015.70,24.50,85.00,-2.56,1.40,6.10,123.00
2016-06-19,23:00:00,0.00,26.00,1016.20,24.30,85.00,-2.42,0.50,3.80,178.00
2016-06-20,00:00:00,0.00,26.00,1016.30,24.70,85.00,1.00,1.10,3.90,146.00
2016-06-20,01:00:00,0.00,25.00,1016.40,24.50,81.00,-3.05,1.10,6.00,154.00
2016-06-20,02:00:00,0.00,25.00,1016.40,24.20,84.00,-2.59,0.40,4.70,266.00
2016-06-20,03:00:00,0.00,25.00,1016.20,23.20,86.00,-3.32,0.20,1.70,244.00
2016-06-20,04:00:00,0.20,24.00,1015.90,23.50,86.00,-3.34,1.20,4.80,147.00
2016-06-20,05:00:00,0.00,24.00,1015.40,23.60,85.00,-3.21,0.60,3.80,179.00
2016-06-20,06:00:00,0.00,24.00,1014.80,23.80,85.00,-3.48,0.60,4.10,158.00
2016-06-20,07:00:00,0.00,23.00,1014.40,22.60,87.00,-3.38,0.80,2.60,243.00
2016-06-20,08:00:00,0.20,23.00,1014.70,23.10,87.00,-3.50,1.30,3.90,154.00
2016-06-20,09:00:00,0.00,24.00,1015.20,23.90,87.00,45.75,0.60,4.80,248.00
2016-06-20,10:00:00,0.00,24.00,1015.90,25.00,85.00,516.85,1.50,5.20,122.00
2016-06-20,11:00:00,0.00,27.00,1016.60,27.20,78.00,2676.71,2.40,6.80,121.00
2016-06-20,12:00:00,0.00,29.00,1016.80,28.00,67.00,3484.99,3.20,6.90,117.00
2016-06-20,13:00:00,0.00,31.00,1016.90,28.80,65.00,3627.55,2.30,8.10,127.00
2016-06-20,14:00:00,0.00,32.00,1016.70,29.00,60.00,2087.93,2.10,6.80,134.00
2016-06-20,15:00:00,0.00,32.00,1016.10,28.80,60.00,2270.85,2.60,7.10,124.00
2016-06-20,16:00:00,0.00,32.00,1015.30,28.90,66.00,2665.43,2.40,6.30,146.00
2016-06-20,17:00:00,0.00,33.00,1014.60,28.60,63.00,4487.69,2.50,7.40,150.00
2016-06-20,18:00:00,0.00,33.00,1014.10,28.60,60.00,3393.86,2.50,6.60,144.00
