mon_estacao_dados_data,mon_estacao_dados_hora,mon_estacao_dados_precipitacao,mon_estacao_dados_temperatura,mon_estacao_dados_pressao_atm_media,mon_estacao_dados_temperatura_media,mon_estacao_dados_umidade_media,mon_estacao_dados_radiacao_solar_global,mon_estacao_dados_direcao_media_1h,mon_estacao_dados_direcao_rajada_1h,mon_estacao_dados_velocidade_vento_media_1h
2016-03-21,20:00:00,0.00,32.00,1011.30,29.80,68.00,570.36,1.70,5.90,119.00
2016-03-21,21:00:00,0.00,30.00,1011.70,28.40,74.00,72.65,1.50,4.90,119.00
2016-03-21,22:00:00,0.00,29.00,1012.60,27.80,75.00,-3.54,1.70,4.40,122.00
2016-03-21,23:00:00,0.00,28.00,1013.60,27.60,76.00,-3.54,1.10,5.00,132.00
2016-03-22,00:00:00,0.00,28.00,1014.20,27.30,80.00,-3.48,1.20,3.80,121.00
2016-03-22,01:00:00,0.00,28.00,1014.40,27.90,78.00,-2.84,1.40,4.60,118.00
2016-03-22,02:00:00,0.00,28.00,1014.30,27.70,76.00,-3.54,0.90,3.60,110.00
2016-03-22,03:00:00,0.00,28.00,1013.80,27.00,80.00,-3.54,0.70,2.80,114.00
2016-03-22,04:00:00,0.00,27.00,1012.90,26.70,84.00,-3.54,0.30,1.80,314.00
2016-03-22,05:00:00,0.00,27.00,1012.50,25.80,85.00,-3.54,0.60,1.90,252.00
2016-03-22,06:00:00,0.00,26.00,1012.30,24.90,86.00,-3.52,0.70,1.70,269.00
2016-03-22,07:00:00,0.00,25.00,1012.20,24.60,87.00,-3.54,0.50,1.40,294.00
2016-03-22,08:00:00,1.00,25.00,1012.80,24.70,88.00,-3.02,1.00,2.50,62.00
2016-03-22,09:00:00,3.60,26.00,1013.50,25.30,88.00,143.90,0.50,2.50,262.00
2016-03-22,10:00:00,0.00,26.00,1014.30,25.80,88.00,545.70,0.60,1.50,300.00
2016-03-22,11:00:00,7.40,27.00,1015.10,27.00,88.00,1355.18,0.50,2.80,333.00
2016-03-22,12:00:00,0.00,28.00,1015.40,28.70,87.00,2476.42,1.30,3.00,78.00
2016-03-22,13:00:00,0.00,30.00,1015.40,30.10,76.00,2221.60,2.00,4.80,125.00
2016-03-22,14:00:00,0.00,32.00,1015.00,30.80,72.00,3569.26,2.30,5.70,145.00
2016-03-22,15:00:00,0.00,33.00,1014.40,31.80,65.00,3232.83,2.20,5.60,118.00
2016-03-22,16:00:00,0.00,34.00,1013.40,32.50,60.00,2893.55,2.00,5.90,104.00
2016-03-22,17:00:00,0.00,34.00,1012.60,31.50,64.00,3669.34,1.70,6.80,114.00
2016-03-22,18:00:00,0.00,34.00,1012.00,31.70,62.00,3148.60,1.80,6.30,117.00
2016-03-22,19:00:00,0.00,32.00,1011.70,29.90,67.00,1226.47,2.00,5.50,110.00
2016-03-22,20:00:00,0.00,31.00,1012.20,29.00,68.00,584.19,1.90,5.20,124.00
2016-03-22,21:00:00,0.00,30.00,1012.60,28.10,71.00,31.46,1.30,5.20,102.00
2016-03-22,22:00:00,0.00,29.00,1012.80,27.60,74.00,-3.54,1.50,4.90,116.00
2016-03-22,23:00:00,0.00,28.00,1013.60,27.60,74.00,-3.54,1.40,4.80,113.00
2016-03-23,00:00:00,0.00,28.00,1014.20,27.40,77.00,-3.54,0.50,3.80,36.00
2016-03-23,01:00:00,0.00,27.00,1014.20,26.60,82.00,-3.54,0.30,2.00,177.00
2016-03-23,02:00:00,0.00,27.00,1014.20,25.70,84.00,-3.54,0.80,1.30,288.00
2016-03-23,03:00:00,3.80,26.00,1013.70,25.30,86.00,-3.39,0.90,3.80,106.00
2016-03-23,04:00:00,0.00,26.00,1013.40,25.30,87.00,-3.40,0.60,3.10,338.00
2016-03-23,05:00:00,0.00,26.00,1012.80,24.90,88.00,-3.13,0.20,1.40,289.00
2016-03-23,06:00:00,0.00,25.00,1012.30,24.40,88.00,-3.52,0.40,1.40,330.00
2016-03-23,07:00:00,0.20,25.00,1012.30,24.80,88.00,-2.60,0.20,1.90,213.00
2016-03-23,08:00:00,0.00,25.00,1012.50,24.70,89.00,-3.00,0.60,1.50,240.00
2016-03-23,09:00:00,1.40,25.00,1013.00,24.90,89.00,103.71,0.60,2.30,304.00
2016-03-23,10:00:00,0.40,26.00,1013.80,25.60,89.00,456.75,1.60,5.30,178.00
2016-03-23,11:00:00,4.60,27.00,1014.00,27.60,89.00,2743.08,0.60,5.30,332.00
2016-03-23,12:00:00,0.00,29.00,1014.00,29.00,85.00,2989.71,1.30,4.50,57.00
2016-03-23,13:00:00,0.00,31.00,1014.00,31.10,75.00,3116.88,1.80,5.30,112.00
2016-03-23,14:00:00,0.00,33.00,1013.40,31.30,67.00,2300.42,2.30,6.80,116.00
2016-03-23,15:00:00,0.00,33.00,1012.70,31.20,65.00,3072.69,2.40,6.00,113.00
2016-03-23,16:00:00,0.00,34.00,1011.50,31.90,67.00,2882.22,2.00,5.60,111.00
2016-03-23,17:00:00,0.00,33.00,1010.60,31.40,66.00,2938.31,2.20,6.00,113.00
2016-03-23,18:00:00,0.00,33.00,1010.30,31.50,67.00,3053.72,2.00,6.70,98.00
2016-03-23,19:00:00,0.00,32.00,1010.40,31.20,68.00,1379.80,1.80,5.80,117.00
2016-03-23,20:00:00,0.00,31.00,1010.80,30.00,71.00,694.77,1.50,5.20,111.00
2016-03-23,21:00:00,0.00,30.00,1010.90,28.20,73.00,17.73,1.20,4.90,114.00
2016-03-23,22:00:00,0.00,29.00,1011.40,27.80,76.00,-3.45,1.10,5.00,116.00
2016-03-23,23:00:00,0.00,28.00,1012.10,27.80,76.00,-3.53,1.60,5.40,118.00
2016-03-24,00:00:00,0.00,28.00,1012.40,27.70,76.00,-3.48,1.80,5.50,119.00
2016-03-24,01:00:00,0.00,28.00,1012.60,27.50,75.00,-3.50,1.40,5.00,124.00
2016-03-24,02:00:00,0.00,28.00,1012.70,27.40,77.00,-3.52,1.60,6.10,111.00
2016-03-24,03:00:00,0.00,28.00,1012.20,27.10,77.00,-3.54,0.90,4.60,124.00
2016-03-24,04:00:00,0.00,27.00,1011.50,26.50,79.00,-3.54,0.70,3.00,113.00
2016-03-24,05:00:00,0.00,27.00,1011.20,26.10,83.00,-3.53,1.00,3.70,123.00
2016-03-24,06:00:00,0.00,26.00,1010.60,26.10,84.00,-3.54,0.90,2.80,108.00
2016-03-24,07:00:00,0.00,26.00,1010.90,26.50,80.00,-3.54,1.20,4.70,111.00
2016-03-24,08:00:00,0.00,26.00,1011.40,26.30,83.00,-3.54,0.40,3.40,167.00
2016-03-24,09:00:00,0.00,26.00,1011.80,26.40,84.00,111.90,1.30,4.10,104.00
2016-03-24,10:00:00,0.00,27.00,1012.40,28.10,78.00,649.84,1.60,4.50,120.00
2016-03-24,11:00:00,0.00,29.00,1013.00,29.90,71.00,3255.76,2.10,6.50,99.00
2016-03-24,12:00:00,0.00,31.00,1013.20,30.50,64.00,3748.28,2.00,5.20,108.00
2016-03-24,13:00:00,0.00,33.00,1013.20,31.80,60.00,612.10,2.60,7.00,99.00
2016-03-24,14:00:00,0.00,33.00,1013.10,31.30,62.00,3328.31,2.80,7.00,119.00
2016-03-24,15:00:00,0.00,34.00,1012.70,32.10,62.00,2843.14,2.30,6.70,114.00
2016-03-24,16:00:00,0.00,34.00,1011.90,32.10,60.00,3610.39,1.90,7.20,113.00
2016-03-24,17:00:00,0.00,34.00,1010.90,31.70,63.00,3385.92,2.30,6.30,123.00
2016-03-24,18:00:00,0.00,34.00,1010.60,31.00,65.00,3060.88,2.30,5.90,119.00
2016-03-24,19:00:00,0.00,33.00,1010.70,31.00,66.00,2308.87,2.00,6.30,114.00
2016-03-24,20:00:00,0.00,32.00,1011.00,29.70,69.00,882.57,1.70,6.30,119.00
2016-03-24,21:00:00,0.00,30.00,1011.30,28.00,75.00,37.53,1.30,4.80,87.00
2016-03-24,22:00:00,0.00,29.00,1011.90,27.10,77.00,-3.54,0.80,3.90,128.00
2016-03-24,23:00:00,0.00,28.00,1012.40,26.50,80.00,-3.52,1.20,3.00,112.00
2016-03-25,00:00:00,0.00,27.00,1012.90,26.60,81.00,-3.54,0.70,3.10,141.00
2016-03-25,01:00:00,3.60,27.00,1013.40,26.60,85.00,-2.21,1.70,5.00,100.00
2016-03-25,02:00:00,5.80,26.00,1013.40,25.20,87.00,-3.27,1.90,4.80,142.00
2016-03-25,03:00:00,3.60,26.00,1013.10,24.70,87.00,-1.75,0.30,4.00,290.00
2016-03-25,04:00:00,0.00,26.00,1012.30,24.70,88.00,-3.11,0.50,1.50,258.00
2016-03-25,05:00:00,0.00,26.00,1011.60,24.60,88.00,-2.80,0.50,2.50,260.00
2016-03-25,06:00:00,0.00,25.00,1011.10,24.30,88.00,-3.46,0.60,1.30,313.00
2016-03-25,07:00:00,0.00,25.00,1011.40,24.40,89.00,-3.01,0.40,1.70,324.00
2016-03-25,08:00:00,0.00,25.00,1011.80,24.50,89.00,-1.97,0.30,1.30,317.00
2016-03-25,09:00:00,0.00,25.00,1012.40,24.60,89.00,86.74,0.50,1.10,300.00
2016-03-25,10:00:00,0.00,26.00,1012.80,26.20,89.00,734.55,0.70,1.80,308.00
2016-03-25,11:00:00,0.00,27.00,1013.40,29.20,89.00,2018.84,1.90,5.60,123.00
2016-03-25,12:00:00,0.00,29.00,1013.80,30.30,74.00,2683.72,2.40,6.20,124.00
2016-03-25,13:00:00,0.00,31.00,1013.80,31.40,65.00,1333.14,2.00,5.70,125.00
2016-03-25,14:00:00,0.00,33.00,1013.50,31.50,61.00,1033.94,2.40,6.10,123.00
2016-03-25,15:00:00,0.00,33.00,1012.90,31.60,61.00,960.52,2.60,5.70,111.00
2016-03-25,16:00:00,0.00,34.00,1012.00,31.60,58.00,1741.58,2.30,6.60,135.00
2016-03-25,17:00:00,0.00,33.00,1011.20,31.40,61.00,2866.53,2.20,6.50,133.00
2016-03-25,18:00:00,0.00,34.00,1010.90,31.30,59.00,4201.18,2.50,6.40,136.00
2016-03-25,19:00:00,0.00,33.00,1010.80,30.70,61.00,2991.45,2.10,6.10,129.00
2016-03-25,20:00:00,0.00,32.00,1011.20,30.30,66.00,1086.33,1.80,5.60,122.00
2016-03-25,21:00:00,0.00,30.00,1011.60,28.10,69.00,53.65,1.60,5.60,134.00
2016-03-25,22:00:00,0.00,29.00,1012.30,27.60,74.00,-3.54,1.00,4.60,140.00
2016-03-25,23:00:00,0.00,28.00,1012.90,27.20,76.00,-3.50,1.20,5.00,144.00
2016-03-26,00:00:00,0.00,28.00,1013.40,27.50,74.00,-3.50,1.50,4.60,129.00
2016-03-26,01:00:00,0.00,28.00,1013.50,27.20,75.00,-3.52,1.50,5.40,121.00
2016-03-26,02:00:00,0.00,28.00,1013.50,27.00,76.00,-3.49,1.30,4.00,122.00
2016-03-26,03:00:00,0.00,27.00,1013.20,26.90,78.00,-3.46,1.00,3.20,151.00
2016-03-26,04:00:00,0.00,27.00,1012.50,26.20,84.00,-3.54,0.30,2.30,228.00
2016-03-26,05:00:00,0.00,26.00,1011.70,24.70,86.00,-3.54,0.40,1.20,226.00
2016-03-26,06:00:00,0.00,25.00,1011.30,24.20,87.00,-3.41,0.60,1.40,210.00
2016-03-26,07:00:00,0.00,25.00,1011.60,24.20,87.00,-3.54,0.50,1.50,275.00
2016-03-26,08:00:00,0.00,25.00,1012.00,23.70,88.00,-3.54,0.10,1.00,303.00
2016-03-26,09:00:00,0.00,24.00,1012.80,23.80,88.00,82.90,0.40,1.00,284.00
2016-03-26,10:00:00,2.20,25.00,1013.50,25.80,89.00,779.81,1.00,2.30,175.00
2016-03-26,11:00:00,0.00,27.00,1014.00,27.30,88.00,1691.58,0.90,2.90,133.00
2016-03-26,12:00:00,0.00,29.00,1014.00,29.90,82.00,3270.54,2.00,4.60,140.00
2016-03-26,13:00:00,0.00,30.00,1013.80,30.40,68.00,2327.33,1.80,5.50,127.00
2016-03-26,14:00:00,0.00,32.00,1013.70,31.40,66.00,3102.01,2.80,6.80,132.00
2016-03-26,15:00:00,0.00,33.00,1013.10,31.40,63.00,3250.51,2.10,6.90,128.00
2016-03-26,16:00:00,0.00,33.00,1012.40,31.50,60.00,1602.01,2.80,7.50,124.00
2016-03-26,17:00:00,0.00,34.00,1011.60,31.60,63.00,2570.41,2.90,7.50,124.00
2016-03-26,18:00:00,0.00,33.00,1011.50,30.90,65.00,2604.01,2.90,6.50,110.00
2016-03-26,19:00:00,0.00,33.00,1011.50,30.60,66.00,2450.74,2.10,6.50,122.00
2016-03-26,20:00:00,0.00,31.00,1011.70,29.50,69.00,599.76,1.60,6.10,122.00
2016-03-26,21:00:00,0.00,29.00,1011.90,27.80,72.00,30.52,2.10,5.10,115.00
2016-03-26,22:00:00,0.00,28.00,1012.40,27.40,73.00,-3.54,1.80,4.90,121.00
2016-03-26,23:00:00,0.00,28.00,1012.90,27.40,73.00,-3.54,2.00,5.40,122.00
2016-03-27,00:00:00,0.00,28.00,1013.40,27.50,73.00,-3.54,1.40,5.90,116.00
2016-03-27,01:00:00,0.00,28.00,1013.60,27.30,75.00,-3.54,1.90,4.60,126.00
2016-03-27,02:00:00,0.00,28.00,1013.60,27.50,75.00,-3.54,1.40,5.60,126.00
2016-03-27,03:00:00,0.00,28.00,1013.60,27.30,77.00,-3.51,1.40,6.10,114.00
2016-03-27,04:00:00,0.00,27.00,1013.30,27.00,76.00,-3.50,1.20,4.10,123.00
2016-03-27,05:00:00,0.00,27.00,1012.60,27.10,77.00,-3.45,1.40,4.30,123.00
2016-03-27,06:00:00,0.00,27.00,1012.10,27.00,77.00,-3.51,0.80,3.70,122.00
2016-03-27,07:00:00,0.20,26.00,1012.10,26.00,82.00,-3.29,1.40,5.50,132.00
2016-03-27,08:00:00,0.00,26.00,1012.30,26.30,82.00,-1.33,1.30,3.50,127.00
2016-03-27,09:00:00,0.00,26.00,1012.80,26.90,79.00,128.80,2.00,4.00,128.00
2016-03-27,10:00:00,0.00,27.00,1013.20,28.40,72.00,865.79,1.50,4.90,125.00
2016-03-27,11:00:00,0.00,29.00,1013.50,30.00,67.00,2705.05,2.70,6.40,110.00
2016-03-27,12:00:00,0.00,31.00,1013.70,30.30,65.00,3651.12,2.20,7.40,126.00
2016-03-27,13:00:00,0.00,32.00,1013.90,31.20,69.00,2802.33,1.90,7.00,122.00
2016-03-27,14:00:00,0.20,32.00,1013.60,30.30,74.00,3055.78,2.00,8.00,151.00
2016-03-27,15:00:00,0.00,32.00,1013.10,31.40,74.00,2484.13,3.00,7.20,123.00
2016-03-27,16:00:00,0.00,33.00,1012.20,31.10,62.00,2056.12,2.50,7.20,115.00
2016-03-27,17:00:00,0.00,33.00,1011.50,31.00,66.00,2467.20,2.00,6.70,152.00
2016-03-27,18:00:00,0.00,33.00,1010.70,30.60,63.00,3554.11,2.30,6.00,137.00
2016-03-27,19:00:00,0.00,32.00,1010.90,30.20,65.00,1592.24,2.10,6.30,131.00
2016-03-27,20:00:00,0.00,30.00,1011.40,28.70,79.00,555.19,2.00,8.10,120.00
2016-03-27,21:00:00,0.60,29.00,1012.10,27.30,83.00,24.51,1.00,6.50,145.00
2016-03-27,22:00:00,0.00,27.00,1012.30,25.10,85.00,-2.94,0.90,4.00,135.00
2016-03-27,23:00:00,0.00,26.00,1012.80,24.90,87.00,-3.38,0.50,3.00,140.00
2016-03-28,00:00:00,0.00,26.00,1013.10,25.00,87.00,-3.43,1.00,2.90,148.00
2016-03-28,01:00:00,0.00,26.00,1013.20,26.00,87.00,-3.53,1.40,3.90,125.00
2016-03-28,02:00:00,0.00,26.00,1013.10,26.40,81.00,-3.53,0.90,6.80,114.00
2016-03-28,03:00:00,0.00,26.00,1012.80,25.70,84.00,-3.15,0.50,2.50,124.00
2016-03-28,04:00:00,0.00,26.00,1012.30,25.50,85.00,-2.81,0.40,2.30,132.00
2016-03-28,05:00:00,0.00,26.00,1011.60,25.30,85.00,-3.35,0.30,2.10,216.00
2016-03-28,06:00:00,0.00,26.00,1011.20,24.90,86.00,-3.51,0.50,1.70,261.00
2016-03-28,07:00:00,0.00,25.00,1011.10,24.30,87.00,-2.94,0.50,2.00,316.00
2016-03-28,08:00:00,0.20,25.00,1011.30,24.20,86.00,-3.29,0.70,1.80,237.00
2016-03-28,09:00:00,0.00,25.00,1012.00,24.10,87.00,121.23,0.50,1.50,294.00
2016-03-28,10:00:00,0.00,25.00,1012.50,26.10,87.00,823.87,0.80,2.10,249.00
2016-03-28,11:00:00,0.00,27.00,1012.90,28.60,84.00,2151.01,0.80,2.40,195.00
2016-03-28,12:00:00,0.00,30.00,1013.10,31.00,71.00,2415.78,2.00,5.10,135.00
2016-03-28,13:00:00,0.00,32.00,1013.00,31.40,61.00,1939.85,2.30,5.50,126.00
2016-03-28,14:00:00,0.00,33.00,1012.80,31.60,59.00,1989.26,2.20,5.50,144.00
2016-03-28,15:00:00,0.00,33.00,1012.00,31.50,61.00,1688.40,2.20,5.80,156.00
2016-03-28,16:00:00,0.00,34.00,1011.10,31.70,57.00,1336.25,2.20,5.70,129.00
2016-03-28,17:00:00,0.00,34.00,1010.50,31.70,57.00,3134.77,2.40,6.40,136.00
2016-03-28,18:00:00,0.00,34.00,1009.90,31.20,59.00,4227.24,2.50,6.90,131.00
2016-03-28,19:00:00,0.00,33.00,1009.80,31.10,62.00,2794.70,2.10,5.70,162.00
2016-03-28,20:00:00,0.00,32.00,1010.20,29.70,67.00,756.26,2.00,5.70,151.00
2016-03-28,21:00:00,0.00,30.00,1010.80,28.10,71.00,36.88,2.00,5.30,155.00
2016-03-28,22:00:00,0.00,29.00,1011.50,27.50,72.00,-3.54,1.80,5.00,150.00
2016-03-28,23:00:00,0.00,28.00,1011.90,27.50,73.00,-3.54,1.60,5.20,151.00
2016-03-29,00:00:00,0.00,28.00,1012.60,27.50,74.00,-3.52,1.70,5.40,152.00
2016-03-29,01:00:00,1.40,28.00,1012.70,27.40,83.00,-3.43,1.70,4.90,118.00
2016-03-29,02:00:00,0.00,27.00,1012.80,26.20,84.00,-2.11,1.40,4.30,120.00
2016-03-29,03:00:00,0.00,27.00,1012.50,26.00,84.00,-3.14,1.20,4.00,145.00
2016-03-29,04:00:00,0.00,27.00,1011.90,26.00,83.00,-2.38,0.50,3.90,179.00
2016-03-29,05:00:00,0.00,26.00,1011.60,25.50,86.00,-3.53,1.10,2.90,204.00
2016-03-29,06:00:00,2.80,26.00,1011.40,25.10,87.00,-3.08,0.90,2.90,175.00
2016-03-29,07:00:00,3.40,26.00,1011.60,24.70,87.00,-2.60,0.90,2.80,216.00
2016-03-29,08:00:00,1.80,25.00,1012.00,24.60,88.00,-1.78,1.00,3.40,151.00
2016-03-29,09:00:00,1.00,25.00,1012.60,24.50,88.00,120.74,0.80,2.90,206.00
2016-03-29,10:00:00,0.00,26.00,1013.10,26.40,88.00,1172.08,1.20,3.40,213.00
2016-03-29,11:00:00,0.00,27.00,1013.80,26.50,86.00,798.42,1.40,4.20,196.00
2016-03-29,12:00:00,0.20,27.00,1013.90,26.40,86.00,1217.66,1.00,3.60,182.00
2016-03-29,13:00:00,1.00,28.00,1013.90,27.10,85.00,2224.38,1.40,3.60,163.00
2016-03-29,14:00:00,0.00,30.00,1013.70,29.10,83.00,3363.01,1.50,3.80,146.00
2016-03-29,15:00:00,1.20,30.00,1012.70,28.90,84.00,2116.73,1.70,4.80,125.00
2016-03-29,16:00:00,0.20,31.00,1012.30,30.00,81.00,3413.39,2.20,4.90,124.00
2016-03-29,17:00:00,0.40,31.00,1011.40,30.50,81.00,2426.56,2.30,6.70,111.00
2016-03-29,18:00:00,0.00,30.00,1011.30,27.20,82.00,1326.57,1.20,5.30,108.00
2016-03-29,19:00:00,0.80,29.00,1011.50,27.00,85.00,409.40,2.10,7.60,109.00
2016-03-29,20:00:00,1.00,27.00,1012.40,25.60,86.00,58.58,1.30,5.50,79.00
2016-03-29,21:00:00,1.00,26.00,1012.90,25.50,87.00,-0.98,0.50,5.70,214.00
2016-03-29,22:00:00,0.80,26.00,1013.20,25.00,88.00,-3.04,0.40,1.80,86.00
2016-03-29,23:00:00,0.80,26.00,1013.90,25.00,88.00,-2.43,0.40,1.90,302.00
2016-03-30,00:00:00,0.60,26.00,1014.10,25.40,88.00,-2.15,0.70,3.10,137.00
2016-03-30,01:00:00,0.80,26.00,1014.50,25.50,88.00,-2.09,0.40,3.90,156.00
2016-03-30,02:00:00,0.40,26.00,1014.40,25.10,88.00,-2.73,0.40,1.90,253.00
2016-03-30,03:00:00,0.60,26.00,1013.90,25.30,88.00,-2.75,0.80,2.10,181.00
2016-03-30,04:00:00,0.40,26.00,1013.70,25.40,89.00,-0.35,2.20,5.90,125.00
2016-03-30,05:00:00,0.40,25.00,1013.50,24.50,89.00,-2.71,0.60,5.50,187.00
2016-03-30,06:00:00,0.60,25.00,1013.00,24.80,89.00,-3.20,0.90,2.40,182.00
2016-03-30,07:00:00,0.60,25.00,1013.10,24.70,89.00,-1.60,0.50,3.30,58.00
2016-03-30,08:00:00,0.40,25.00,1013.60,24.50,89.00,-2.33,0.90,2.30,240.00
2016-03-30,09:00:00,4.00,25.00,1014.10,24.30,89.00,21.25,0.70,2.60,333.00
2016-03-30,10:00:00,3.60,25.00,1014.60,24.50,89.00,181.93,0.60,2.30,54.00
2016-03-30,11:00:00,3.80,25.00,1014.70,25.20,89.00,778.63,1.00,2.60,195.00
2016-03-30,12:00:00,3.00,27.00,1015.00,27.90,89.00,2676.48,1.40,3.50,162.00
2016-03-30,13:00:00,2.80,29.00,1015.20,28.90,82.00,2768.57,1.70,4.50,170.00
2016-03-30,14:00:00,5.20,30.00,1015.20,29.10,77.00,3573.21,2.30,5.60,157.00
2016-03-30,15:00:00,4.80,31.00,1014.40,29.80,74.00,2714.82,2.30,6.50,169.00
2016-03-30,16:00:00,5.80,31.00,1013.90,28.70,79.00,2609.37,1.00,6.50,174.00
2016-03-30,17:00:00,5.80,30.00,1013.40,29.20,82.00,2495.70,3.00,6.40,139.00
2016-03-30,18:00:00,5.60,30.00,1012.90,27.90,78.00,2521.06,1.90,6.50,156.00
2016-03-30,19:00:00,2.20,30.00,1012.20,28.10,73.00,1266.87,2.20,5.30,154.00
2016-03-30,20:00:00,0.00,29.00,1012.50,27.90,72.00,398.17,2.00,6.30,149.00
2016-03-30,21:00:00,0.00,28.00,1013.50,27.30,73.00,18.54,1.20,4.90,143.00
2016-03-30,22:00:00,0.00,28.00,1014.00,26.90,73.00,-2.05,1.50,4.00,150.00
2016-03-30,23:00:00,0.00,27.00,1014.40,26.90,74.00,-3.26,1.00,4.00,172.00
2016-03-31,00:00:00,0.00,27.00,1015.00,25.70,79.00,-3.44,1.10,4.30,164.00
2016-03-31,01:00:00,0.00,26.00,1015.20,25.20,85.00,-3.54,0.40,4.30,248.00
2016-03-31,02:00:00,0.00,25.00,1015.20,23.90,86.00,-3.54,0.30,1.40,170.00
2016-03-31,03:00:00,0.00,25.00,1015.00,23.40,87.00,-3.54,0.40,1.50,239.00
2016-03-31,04:00:00,0.00,24.00,1014.80,23.60,88.00,-3.39,0.40,1.30,193.00
2016-03-31,05:00:00,0.00,24.00,1014.40,23.50,88.00,-3.27,0.60,1.60,260.00
2016-03-31,06:00:00,0.00,24.00,1014.10,23.70,88.00,-3.48,0.40,2.00,217.00
2016-03-31,07:00:00,0.00,24.00,1013.70,23.60,87.00,-3.54,0.20,2.30,3.00
2016-03-31,08:00:00,0.00,24.00,1013.60,23.10,88.00,-3.54,0.10,0.40,177.00
2016-03-31,09:00:00,0.00,24.00,1013.70,23.00,88.00,100.47,0.60,2.00,166.00
2016-03-31,10:00:00,0.00,24.00,1014.30,26.60,88.00,1057.44,1.20,3.20,163.00
2016-03-31,11:00:00,0.00,27.00,1014.90,29.10,77.00,3091.66,1.60,4.40,153.00
2016-03-31,12:00:00,0.00,30.00,1015.20,30.20,68.00,3002.58,2.40,6.50,138.00
2016-03-31,13:00:00,2.00,31.00,1015.30,30.20,64.00,2543.79,2.30,6.80,136.00
2016-03-31,14:00:00,0.00,32.00,1015.10,31.00,58.00,3209.57,2.40,7.30,144.00
2016-03-31,15:00:00,0.00,33.00,1014.30,31.10,59.00,728.83,2.90,6.40,152.00
2016-03-31,16:00:00,0.00,34.00,1013.30,31.80,55.00,364.32,2.40,6.30,173.00
2016-03-31,17:00:00,0.00,35.00,1012.30,31.90,54.00,2840.71,2.10,6.90,165.00
2016-03-31,18:00:00,0.00,35.00,1011.70,31.60,60.00,3999.99,2.50,6.60,137.00
2016-03-31,19:00:00,0.00,34.00,1012.10,30.00,67.00,2385.38,2.90,7.50,140.00
2016-03-31,20:00:00,0.00,32.00,1012.70,29.10,70.00,785.33,2.20,7.50,146.00
2016-03-31,21:00:00,0.00,30.00,1012.70,27.90,72.00,31.89,1.80,5.70,167.00
2016-03-31,22:00:00,0.00,29.00,1013.40,27.20,75.00,-3.54,1.00,6.40,164.00
2016-03-31,23:00:00,0.00,28.00,1014.10,26.50,79.00,-3.40,0.50,4.00,192.00
2016-04-01,03:00:00,0.40,26.00,1013.80,25.00,87.00,-2.71,0.70,1.40,263.00
2016-04-01,04:00:00,0.20,26.00,1013.30,24.80,88.00,-3.02,0.60,4.10,213.00
2016-04-01,05:00:00,0.80,26.00,1012.40,24.50,88.00,-2.86,0.90,2.30,184.00
2016-04-01,06:00:00,1.20,26.00,1012.10,24.50,88.00,-2.84,0.60,2.30,230.00
2016-04-01,07:00:00,3.40,25.00,1012.20,24.40,88.00,-1.90,1.20,4.00,232.00
2016-04-01,08:00:00,0.40,25.00,1012.00,24.20,88.00,-2.81,0.80,3.00,192.00
2016-04-01,09:00:00,0.60,25.00,1012.40,24.30,88.00,40.72,0.60,1.90,244.00
2016-04-01,10:00:00,0.20,25.00,1012.90,24.80,89.00,339.08,0.60,3.30,292.00
2016-04-01,11:00:00,0.00,27.00,1013.10,27.00,89.00,1824.40,1.20,2.70,241.00
2016-04-01,12:00:00,0.00,28.00,1013.30,28.20,84.00,1782.90,2.20,5.90,141.00
2016-04-01,13:00:00,0.00,30.00,1013.40,29.30,74.00,3462.49,2.70,6.40,129.00
2016-04-01,14:00:00,0.00,32.00,1013.30,30.40,68.00,3094.37,2.40,6.30,131.00
2016-04-01,15:00:00,0.00,33.00,1012.60,31.00,65.00,2298.62,2.40,6.60,132.00
2016-04-01,16:00:00,0.00,34.00,1011.60,31.10,64.00,2160.72,2.80,5.70,132.00
2016-04-01,17:00:00,0.00,34.00,1010.80,30.50,65.00,3099.65,2.20,6.20,126.00
2016-04-01,18:00:00,0.00,34.00,1010.50,30.60,67.00,2608.06,1.90,6.50,122.00
2016-04-01,19:00:00,0.00,33.00,1010.70,29.50,65.00,2106.18,2.10,5.30,129.00
2016-04-01,20:00:00,0.00,32.00,1010.90,28.80,67.00,716.77,2.00,5.00,127.00
2016-04-01,21:00:00,0.00,30.00,1011.20,27.50,72.00,31.68,1.80,4.70,136.00
2016-04-01,22:00:00,0.00,28.00,1011.80,26.70,80.00,-3.54,0.80,4.40,152.00
2016-04-01,23:00:00,0.00,27.00,1012.00,25.60,80.00,-3.54,0.90,3.00,153.00
2016-04-02,00:00:00,0.00,27.00,1012.10,25.20,83.00,-3.54,0.70,2.50,145.00
2016-04-02,01:00:00,0.00,26.00,1012.10,24.60,84.00,-3.54,0.70,2.20,157.00
2016-04-02,02:00:00,0.00,25.00,1012.10,24.20,86.00,-3.54,0.40,1.80,285.00
2016-04-02,03:00:00,0.00,25.00,1011.60,23.80,87.00,-3.54,0.40,1.00,278.00
2016-04-02,04:00:00,0.00,25.00,1010.80,23.40,87.00,-3.54,0.70,1.30,276.00
2016-04-02,05:00:00,0.60,25.00,1010.00,23.70,88.00,-3.16,0.20,1.60,350.00
